text,category
Grindr non controlla questi siti Web di terzi e il presente Contratto non si applica alle aziende che Grindr non possiede o non controlla né alle azioni delle persone non legate a Grindr da un contratto di lavoro dipendente,object
e che il presente Contratto non si applichi all’utilizzo di Siti Web o Applicazioni di terzi da parte dell’Utente,object
L’Utente accetta che tale aggiornamento automatico venga effettuato sul suo dispositivo mobile e che i termini e le condizioni del presente Contratto vengano applicati a tali aggiornamenti,object
"Se Grindr autorizza l’utilizzo dei Servizi di Grindr per conto del Governo degli Stati Uniti o il Governo degli Stati Uniti utilizza i Servizi di Grindr senza autorizzazione, l’utilizzo, la copia, la visualizzazione, la modifica, la riproduzione, la pubblicazione, l’esecuzione, la distribuzione e la divulgazione dei Servizi di Grindr (o parte di essi) da parte del Governo statunitense è soggetto alle limitazioni stabilite nel presente Contratto",object
"I presenti Termini di servizio (""Termini"") regolano l'accesso e l'utilizzo del sito web, delle app, delle interfacce di programmazione (API, Application Programming Interface) e delle widget di Pinterest (""Pinterest"" o il ""Servizio"")",object
"Il presente Contratto si applica a LinkedIn.com, alle app di marchio LinkedIn, a LinkedIn Learning e ad altri siti, app, comunicazioni e servizi correlati a LinkedIn esplicitamente offerti in virtù del presente Contratto (“Servizi”), includendo la raccolta di dati fuori dal sito per tali Servizi, come i nostri annunci pubblicitari e i plug-in “Candidati con LinkedIn” e “Condividi con LinkedIn”",object
Queste Condizioni di Vendita si applicano per ogni Coupon che acquistate da Groupon,object
"Leggere attentamente e per intero i termini contenuti nel presente documento (""Termini""), poiché illustrano i diritti e le responsabilità dell'utente quando visita uno dei siti web di Mozilla (""Siti web"") o i relativi feed, social media, newsletter e email (insieme ai siti web, collettivamente ""Comunicazioni"")",object
I servizi offerti da Wure come di seguito descritti (i “Servizi” o al singolare il “Servizio”) sono soggetti alle presenti condizioni generali di contratto (i “Termini e Condizioni” o i “Termini”),object
Le presenti condizioni disciplinano la fornitura del servizio software,object
Le presenti condizioni generali di vendita disciplinano il Contratto di compravendita a distanza dei Prodotti offerti da <blank> sull’Applicazione,object
"Il Software Evernote (definito di seguito), il servizio Evernote e altri prodotti, servizi e siti web in hosting o resi disponibili da Evernote, incluse ad esempio le nostre pagine dell'App Center, del forum utenti e di Assistenza e risorse sono denominati collettivamente nei presenti Termini ""il Servizio""",object
"Per poter utilizzare il Servizio, l'utente accetta di essere vincolato ai presenti Termini",object
"Tutti i suddetti Prodotti di viaggio di parti terze sono forniti da agenzie di viaggio, compagnie aeree, hotel, tour operator o altre parti terze (“Fornitori di viaggio”) indipendenti e sono soggetti ai termini e alle condizioni di queste parti terze",object
I presenti termini e condizioni (“Termini”) regolano l’accesso e l’utilizzo dei nostri Servizi e delle nostre Piattaforme da parte dell’utente,object
"Il contratto di trasporto stipulato con Terravision è soggetto alle condizioni generali di trasporto per i passeggeri ed i bagagli attualmente in vigore ed ai relativi regolamenti, disposizioni e/o normative attinenti ad oggetti specifici",object
"I presenti Termini di utilizzo (“Termini”) disciplinano l’accesso o l’uso da parte sua, una persona fisica, da qualsiasi paese del mondo (esclusi gli Stati Uniti e i suoi territori e possedimenti, e la Cina continentale) di applicazioni, siti web, contenuti, prodotti e servizi (i “Servizi”) messi a disposizione da Uber B.V.",object
"Le presenti clausole e condizioni (per brevità, le ""Condizioni"") disciplinano l’accesso ai siti web e alle applicazioni mobili di Yelp che sono collegati o fanno riferimento alle presenti Condizioni (per brevità, il ""Sito"") e regolamentano altresì il relativo utilizzo da parte degli utenti",object
Mindwork mette a disposizione una piattaforma (d’ora in avanti la “Piattaforma”) per favorire l’incontro tra professionista (d’ora in avanti il “Professionista”) e utente (d’ora in avanti l’“Utente”) con cui viene offerto a quest’ultimo una consulenza a distanza (online) per migliorarne la salute psicologica,object
"Regola l'utilizzo che fai dei prodotti e dei servizi che offriamo attraverso il nostro sito e le nostre applicazioni (collettivamente indicate come ""Piattaforma di Quora"")",object
I presenti Termini di Servizio stabiliscono i termini e le condizioni applicabili all’utilizzo dei Servizi da parte dell’Utente (di seguito descritti),object
"Le presenti Condizioni d'utilizzo del Servizio (""Condizioni"") rappresentano un accordo legale tra voi e Weebly (come definito di seguito) e disciplinano l'accesso e l'uso da parte vostra del servizio di creazione di siti web di Weebly, inclusi i nostri servizi di hosting di siti Web, siti Web, strumenti di comunicazione, applicazioni mobili, strumenti di e-commerce e altri servizi (collettivamente il ""Servizio"") accessibili mediante il sito Web (http://weebly.com), nonché i domini associati di proprietà di Weebly (collettivamente il ""Sito"") o resi disponibili in altri modi da Weebly",object
Le presenti Condizioni si applicheranno anche in caso di utilizzo del Servizio a titolo di prova,object
TI PREGHIAMO DI LEGGERE ATTENTAMENTE I PRESENTI TERMINI E CONDIZIONI D’USO PERCHÉ REGOLANO L’UTILIZZO CHE FARAI DEI SERVIZI FORNITI DA DOTT (COME DI SEGUITO MEGLIO DESCRITTI),object
I presenti termini e condizioni generali (le “Condizioni Generali”) disciplinano il tuo (“Tu” o l’“Utente”),object
utilizzo della nostra applicazione (“App”) in seguito all’avvenuta registrazione per un Account Personale (se applicabile),object
"il noleggio delle nostre biciclette elettriche (“Bici Elettriche”) e dei nostri monopattini elettrici (“Monopattini”) (insieme i “Veicoli”) forniti di volta in volta da emTransit s.r.l., con sede legale presso Largo Augusto, n.3, 20122 Milano (di seguito “Dott”, “noi”, “nostro” o “ci”) tramite l’App o tramite una piattaforma di terzi autorizzata da Dott (“Piattaforma di Terza Parte”) di volta in volta (insieme i “Servizi”)",object
"Le presenti condizioni generali di utilizzo del servizio NOW (“Condizioni Generali”) regolano la fruizione del servizio NOW da parte tua, perciò ti invitiamo a prenderne visione e conservarne copia",object
"Nell'ambito delle presenti Condizioni Generali, ""Servizio NOW"", ""il nostro Servizio"" o ""il Servizio"" indicano il servizio fornito da Sky che consente la fruizione dei contenuti inclusi nell’offerta, attraverso una connessione alla rete internet e l’utilizzo di uno o più dispositivi abilitati (quali NOW Smart Stick, NOW Box, PC, Tablet, Game Console, Smart TV) e di software dedicati",object
"I presenti Termini e Condizioni Generali di Utilizzo (di seguito anche “T&C”) della ""Piattaforma Fitprime"" hanno per oggetto l’uso e l’accesso al Sito web ""fitprime.com""/ ""biz.fitprime.com""/ ""smart.fitprime.com""/ ""nutrition.fitprime.com"" e all’applicazione Fitprime (ex CheckMoov, di seguito anche l'""App"")",object
"I presenti Termini e condizioni di utilizzo (“Condizioni d’uso”) si applicano al sito web Apple pubblicato all’indirizzo www.apple.com e a tutti i siti associati, collegati all’indirizzo www.apple.com di Apple, le sue sussidiarie e affiliate, inclusi i siti Apple di tutto il mondo (collettivamente, “Sito”)",object
"I presenti termini e condizioni (le ""Condizioni del Sito"") individuano le regole sulla base delle quali la società JUST-EAT Italy S.r.l. (di seguito ""noi"" o ""JUST-EAT"") fornisce accesso al sito web https://www.justeat.it e a qualsiasi applicazione mobile JUST-EAT che consenta agli utenti di ordinare prodotti (congiuntamente ""Sito"")",object
Il presente documento (“Contratto”) regola il rapporto contrattuale fra il cliente (il “Cliente”) e Smartventure S.r.l. (“SV”) nell’ambito del servizio di sharing di motoveicoli di tipo “scooter” (“Scooter”) ed E-Bike di tipo E-Bike (E-Bike) denominato “Zig Zag” e offerto da SV (“Servizio”),object
"Adobe Systems, 345 Park Avenue, San Jose, California (USA) 95110-2704, Attention: General Counsel.",party
"Impossibilità di cessione. L’utente non può cedere o altrimenti trasferire queste condizioni o i diritti e gli obblighi da esse previsti, in tutto o in parte, senza il nostro consenso scritto.",party
Noi possiamo trasferire a terzi i nostri diritti previsti dalle presenti condizioni.,party
"Adobe Systems Incorporated: 345 Park Avenue, San Jose, California 95110-2704",party
"Adobe Systems Software Ireland Limited: 4-6 Riverwalk, City West Business Campus, Saggart, Dublin 24",party
"Se si risiede al di fuori di Stati Uniti d'America, Canada e Messico (""Nord America""), il contratto è in essere con Dropbox International Unlimited Company",party
"mentre se si risiede in Nord America, il contratto è in essere con Dropbox, Inc",party
"Se l'utente sta utilizzando i nostri Servizi per un'organizzazione, sta accettando i presenti Termini per conto di tale organizzazione",party
Ci concedi il permesso di eseguire tali operazioni e tale permesso si estende ai nostri affiliati e a terze parti affidabili con le quali collaboriamo,party
per utilizzare i nostri Servizi devi avere almeno 13 anni,party
"Se abiti in Francia, Germania o nei Paesi Bassi, devi avere almeno 16 anni",party
I presenti Termini non creano diritti per beneficiari di terze parti,party
L'utente non può assegnare nessuno dei propri diritti stabiliti dai presenti Termini e ogni tentativo in tale senso sarà nullo,party
Dropbox può assegnare i propri diritti ai suoi affiliati o consociati o a qualunque successore per l'interesse dell'attività associata ai Servizi,party
"Le parole “Booking.com”, “noi” e “nostro/a/i/e” si riferiscono a Booking.com B.V., società a responsabilità limitata soggetta alle leggi dei Paesi Bassi e con sede legale presso Herengracht 597, 1017 CE, Amsterdam, Paesi Bassi",party
Diventare membro non richiede alcun costo di iscrizione e l'unica condizione è completare due (2) soggiorni nell'arco di due (2) anni. ,party
"Booking.com B.V., società privata a responsabilità limitata soggetta alle leggi dei Paesi Bassi e con sede legale in Herengracht 597, 1017 CE, Amsterdam, Paesi Bassi, e registrata alla Camera di Commercio di Amsterdam con il numero di iscrizione 31047344. La nostra partita IVA è NL805734958B01",party
l'utente,party
l'entità EA,party
l'utente deve essere idoneo all'uso dei servizi EA per i quali si effettua la registrazione ed essere residente in un paese in cui è permesso l'utilizzo dei servizi EA,party
L'utente deve aver compiuto almeno 16 anni (o altra età minima necessaria nel paese di residenza),party
"Se l'utente ha un'età compresa tra quella minima richiesta e 18 anni (o la maggiore età nel paese di residenza), è necessario rivedere il presente Accordo insieme a genitori o tutori legali",party
"il presente Accordo è tra questi e EA Swiss Sàrl, società iscritta nel Registro delle imprese di Ginevra con il numero di registrazione CH-660-2328005-8 e sede all'indirizzo 8 Place du Molard, 1204 Ginevra, Svizzera",party
"il presente Accordo è tra questi e EA Swiss Sàrl, società iscritta nel Registro delle imprese di Ginevra con il numero di registrazione CH-660-2328005-8 e sede all'indirizzo 8 Place du Molard, 1204 Ginevra, Svizzera",party
"il presente Accordo è tra questi e Electronic Arts Inc., 209 Redwood Shores Parkway, Redwood City, CA 94065, USA",party
"il presente Accordo è tra questi e EA Swiss Sàrl, società iscritta nel Registro delle imprese di Ginevra con il numero di registrazione CH-660-2328005-8 e sede all'indirizzo 8 Place du Molard, 1204 Ginevra, Svizzera",party
riconosce di non essere un soggetto con cui a EA sia proibito intrattenere rapporti commerciali in base a tali leggi sul controllo delle esportazioni,party
"Questo è un accordo fra l'utente e EA e si applica ai rispettivi agenti, dipendenti, società controllate, predecessori, successori, beneficiari e assegnatari",party
I Prodotti in questione vengono forniti all'utente da Facebook Ireland Limited,party
"Questa infrastruttura può essere gestita o controllata da Facebook, Inc., Facebook Ireland Limited o dalle relative società affiliate",party
"L'obiettivo è rendere Facebook disponibile a tutti, ma il suo uso è proibito a",party
utenti che hanno meno di 13 anni,party
utenti condannati per violenza sessuale,party
utenti con account disabilitati in precedenza per violazione delle Condizioni o Normative di Facebook,party
"utenti non autorizzati dalla legge applicabile a ricevere prodotti, servizi o software di Facebook",party
L'utente non trasferirà alcuno dei suoi diritti o obblighi specificati nelle presenti Condizioni a nessun altro senza il consenso di Facebook,party
L'utente può nominare un soggetto (definito contatto erede) per la gestione del suo account reso commemorativo,party
Le presenti Condizioni non conferiscono alcun diritto a terzi beneficiari,party
"Garmin Ltd. e delle società affiliate (""Garmin"")",party
"Garmin International, Inc., 1200 East 151st Street, Olathe, Kansas 66062, Stati Uniti d'America",party
"Google Inc. («Google»), con sede a 1600 Amphitheatre Parkway, Mountain View, CA 94043, Stati Uniti",party
"L’account Google può essere creato dall’utente stesso o assegnato da un amministratore, ad esempio un datore di lavoro o un istituto scolastico",party
"I presenti termini regolano il rapporto tra Google e l’utente, e non danno luogo ad alcun diritto di terze parti beneficiarie.",party
e non danno luogo ad alcun diritto di terze parti beneficiarie,party
Grindr LLC,party
QUESTO CONTRATTO COSTITUISCE UN ACCORDO GIURIDICAMENTE VINCOLANTE TRA L’UTENTE E GRINDR,party
USO VIETATO AI MINORENNI,party
"NESSUNA PERSONA CHE NON ABBIA COMPIUTO DICIOTTO (18) ANNI (O VENTUNO (21) INVECE DI DICIOTTO (18) ANNI, LADDOVE QUESTA SIA LA MAGGIORE ETÀ) PUÒ VISUALIZZARE, POSSEDERE O UTILIZZARE I SERVIZI DI GRINDR, DIRETTAMENTE O INDIRETTAMENTE",party
È NECESSARIO ESSERE MAGGIORENNI,party
I Servizi di Grindr sono destinati all’utilizzo da parte di individui e non da enti governativi,party
L’Utente riconosce che il presente Contratto non è stipulato con App Store ma tra l’Utente e Grindr,party
Grindr LLC,party
"L’Utente e Grindr riconoscono che il presente Contratto è stipulato esclusivamente tra Grindr e l’Utente e non con Apple, e che Grindr, non Apple, sia l’unico responsabile del Software di Grindr e dei relativi contenuti",party
"Grindr e l’Utente riconoscono e concordano che Apple e le sue sussidiarie sono considerati il terzo beneficiario di questo Contratto e che, accettando i termini e le condizioni del presente contratto, Apple avrà il diritto (considerato come diritto accettato) di applicare questo Contratto contro l’Utente come terzo beneficiario dello stesso",party
Grindr LLC,party
"Il presente Contratto e qualsiasi diritto e licenza ivi garantiti, non possono essere trasferiti o assegnati all’Utente",party
"Grindr può in qualsiasi momento e per qualsiasi motivo trasferire o assegnare, senza limitazioni, il presente Contratto e gli obblighi in esso contenuti a terzi",party
"Le controllate passate, presenti e future di Grindr (ossia le società che controllano, controllate da o di comune controllo con Grindr) sono beneficiarie terze di tutti i diritti, le protezioni e i benefici concessi a Grindr ai sensi del presente Contratto, inclusa la Sezione 21",party
"In caso contrario, non ci sono beneficiari terzi del presente Contratto",party
"Grindr LLC, Casella postale 69176, West Hollywood, CA 90069 (USA)",party
Pinterest Puoi utilizzare Pinterest solo se puoi legalmente stipulare un contratto vincolante e solo in conformità con i presenti Termini e tutte le leggi applicabili,party
Non è consentito l'utilizzo o l'accesso da parte di persone di età inferiore a 13 anni.,party
"Se risiedi nel SEE, puoi utilizzare Pinterest solo se hai raggiunto l'età che ti permette di esprimere il consenso al trattamento dei dati ai sensi delle leggi del tuo paese",party
"Se intendi utilizzare Pinterest per scopi commerciali, devi creare un account per aziende e accettare i nostri Termini di servizio per le aziende",party
Puoi utilizzare Pinterest solo se hai più di 13 anni (o un'età maggiore in altri paesi),party
"se utilizzi Pinterest per lavoro, devi creare un account per aziende",party
"I presenti Termini, e qualsiasi diritto e licenza concessi ai sensi dei Termini stessi, non possono essere trasferiti o ceduti da te, ma possono essere trasferiti da Pinterest senza alcuna restrizione",party
"Se sei un consumatore dello SEE, sia tu che Pinterest potete trasferire il presente accordo e qualsiasi diritto e licenza da esso concessi a una terza parte",party
"In caso tale trasferimento venga effettuato da Pinterest, sei autorizzato a revocare l'accordo con effetto immediato disattivando il tuo account",party
"Se vivi negli Stati Uniti, i presenti Termini costituiscono un contratto tra te e Pinterest Inc., 651 Brannan Street, San Francisco, CA 94103. Se vivi al di fuori degli Stati Uniti, i presenti Termini costituiscono un contratto tra te e Pinterest Europe Ltd., un'impresa irlandese con sede legale in Palmerston House, 2nd Floor, Fenian Street, Dublin 2, Irlanda",party
Lei sta per stipulare questo Contratto con LinkedIn,party
"Se Lei risiede nei “Paesi designati”, sta stipulando il presente Contratto con LinkedIn Ireland Unlimited Company (“LinkedIn Ireland”)",party
"Se Lei risiede in un Paese diverso dai “Paesi designati”, sta stipulando il presente Contratto con LinkedIn Corporation (“LinkedIn Corp.”)",party
Il presente Contratto si applica a Utenti e Visitatori.,party
I Servizi non possono essere utilizzati da persone di età inferiore ai 16 anni,party
deve avere l’Età minima (definita di seguito) o maggiore,party
“Età minima” significa 16 anni,party
"Tuttavia, se la legge richiede che Lei debba avere un’età maggiore affinché LinkedIn Le possa legalmente fornire i Servizi senza il consenso dei genitori o tutori (incluso l’utilizzo dei Suoi dati personali), allora l’Età minima sarà quella stabilita dalla legge",party
"Tuttavia, se i Servizi sono stati acquistati da un’altra parte affinché Lei li utilizzi (es. Recruiter Seat acquistato dal Suo datore di lavoro), la parte che paga tale Servizio ha il diritto di controllare l’accesso a tale Servizio pagato, e di ottenere rapporti sull’utilizzo da parte Sua dello stesso, senza tuttavia avere diritti sul Suo account personale",party
"Lei deve avere almeno 18 anni per poter offrire, svolgere o procurare detti servizi",party
Lei non può assegnare o trasferire il presente Contratto (o la Sua adesione o utilizzo dei Servizi) a terzi senza il nostro consenso,party
Non esistono terze parti beneficiarie di questo Contratto,party
"Groupon significa Groupon S.r.l., una società costituita secondo il diritto italiano, registrata in Italia e con la sua sede legale in Corso Buenos Aires 54, Milano, Italia",party
"Il Commerciante è una terza parte non collegata a Groupon che vende, fornisce e/o eroga l'Offerta del Commerciante",party
Per acquistare un Coupon dovete avere come minimo 18 anni,party
"Mozilla Att.: Mozilla - Avvisi legali 331 E. Evelyn Ave., Mountain View, CA 94041 USA",party
"Se l'utente risiede nell'Unione Europea, le presenti Condizioni di utilizzo si applicano tra l'utente e",party
"MTCH Technology Services Limited (""MTCH Technology"")",party
"Se l'utente risiede in Giappone, le presenti Condizioni di utilizzo si applicano tra l'utente e:",party
"MG Japan Services GK (""MG Japan"") 4F Sumitomo Fudosan Azabu Bldg 1-4-1 Mita Minato-ku, Tokyo 108-0073 Giappone",party
"Se l'utente risiede al di fuori dell'Unione Europea e del Giappone, le presenti Condizioni di utilizzo si applicano tra l'utente e",party
"Match Group, LLC (""Match Group"")",party
"I termini ""noi"", ""ci"", ""Società"" e ""Tinder"" si riferiscono a MTCH Technology, MG Japan o Match Group, a seconda del Paese di residenza dell'utente",party
L'utente deve avere almeno 18 anni per creare un account su Tinder e utilizzare il Servizio,party
"Il presente sito web è di proprietà di Ryanair DAC, società irlandese con numero di registrazione 104547 e sede legale presso Ryanair Dublin Office, Airside Business Park, Swords, Co. Dublin, Irlanda (di seguito ""Ryanair"")",party
Gli Utenti dichiarano di essere titolari di agenzie immobiliari in possesso dei requisiti richiesti dalla normativa in vigore,party
"Il Titolare si riserva il diritto di trasferire, cedere, disporre per novazione o subappaltare tutti o alcuni dei diritti o obblighi derivanti dai presenti Termini, purché i diritti dell’Utente qui previsti non siano pregiudicati",party
L’Utente non potrà cedere o trasferire in alcun modo i propri diritti o obblighi ai sensi dei presenti Termini senza l’autorizzazione scritta del Titolare,party
"Salvo preventivo consenso scritto del Cliente, il Fornitore non potrà cedere a terzi il presente contratto ex art. 1406 c.c.",party
"Salvo preventivo e formale accordo scritto, le parti non potranno cedere alcun diritto od obbligo derivanti dal presente contratto",party
Titolare di NaturaSì Online Shopping Shopping e dei relativi Servizi,party
Emporio Ecologico S.r.l.,party
Gli Utenti dichiarano di essere maggiorenni secondo la legislazione loro applicabile,party
I minorenni possono utilizzare NaturaSì Online Shopping solo con l’assistenza di un genitore o di un tutore,party
In nessun caso minori di 13 anni possono usare i servizi di NaturaSì Online Shopping Shopping,party
"Il Titolare si riserva il diritto di trasferire, cedere, disporre per novazione o subappaltare tutti o alcuni dei diritti o obblighi derivanti dai presenti Termini, purché i diritti dell’Utente qui previsti non siano pregiudicati",party
L’Utente non potrà cedere o trasferire in alcun modo i propri diritti o obblighi ai sensi dei presenti Termini senza l’autorizzazione scritta del Titolare,party
I Termini di servizio rappresentano un accordo tra Evernote e l'utente,party
"Uno dei contraenti è il titolare dell'account, ovvero la persona che ha stretto un accordo con Evernote quale utente della versione Basic, Plus o Premium o quale cliente della versione Business come definito nel nostro Accordo di Evernote Business",party
"Se l'utente risiede negli Stati Uniti o in Canada, l'altro contraente è Evernote Corporation, una società con sede in California",party
"Se l'utente risiede in Brasile, l'altro contraente è Evernote do Brasil Serviços de Aplicações Ltda., un'azienda con sede a San Paolo, Stato di San Paolo, Brasile (""Evernote Brasile"")",party
"Se l'utente risiede al di fuori di Stati Uniti, Canada e Brasile, l'altro contraente è Evernote GmbH, un'azienda con sede a Zurigo, Svizzera",party
L'utente prende quindi atto e acconsente che ciascuna affiliata di Evernote sia considerata una terza parte beneficiaria dei presenti Termini e che tali altre aziende avranno facoltà di contare su e di far valere direttamente qualsiasi disposizione dei presenti Termini che conferisca loro un vantaggio o diritto,party
"Ai sensi del presenti Termini, nessun'altra persona o azienda potrà essere considerata una terza parte beneficiaria salvo quelle qui previste",party
Skyscanner,party
"I nostri Servizi e le nostre Piattaforme sono forniti da Skyscanner Limited, una società a responsabilità limitata privata costituita e registrata in Inghilterra e Galles con numero 04217916",party
I nostri Servizi e le nostre Piattaforme non sono destinati a bambini di età inferiore a 16 anni e nessuno di età inferiore a 16 anni deve fornire informazioni ai nostri Servizi o alle nostre Piattaforme o tramite gli stessi,party
"L’utente non ha alcun diritto di assegnare questi Termini, in tutto o in parte, a terzi senza il nostro consenso scritto",party
Questo perché in effetti i presenti Termini costituiscono un contratto giuridicamente vincolante tra te e Snap Group Limited. Ti preghiamo pertanto di leggerli con attenzione,party
I presenti Termini si applicano a chi risiede al di fuori degli Stati Uniti d'America o a chi sta usando i Servizi per conto di un'azienda situata al di fuori degli Stati Uniti d'America,party
Nessuno al di sotto dei 13 anni d'età può creare un account o utilizzare i Servizi,party
I presenti Termini non creano né conferiscono diritti a terzi beneficiari,party
Non puoi trasferire alcun diritto o obbligo stabilito in questi Termini senza il nostro consenso,party
Snap Group Limited,party
Terravision non prevede il trasporto di minori (sotto i 14 anni) non accompagnati,party
Terravision London Finance ltd,party
GGR s.r.l. unipersonale,party
"I prodotti disponibili sul sito sono acquistabili esclusivamente da Utenti che siano qualificabili come consumatori, cioè agli Utenti che agiscano per scopi estranei alla propria attività imprenditoriale e professionale",party
"Le clausole che riguardano l’esercizio del diritto di recesso, nonché le relative conseguenze ed eccezioni, si applicano esclusivamente all’Utente che sia qualificabile come consumatore, cioè all’Utente che agisce per scopi estranei alla propria attività imprenditoriale e professionale",party
Gli Utenti dichiarano di essere maggiorenni secondo la legislazione loro applicabile,party
I minorenni possono utilizzare www.gianvitorossi.com solo con l’assistenza di un genitore o di un tutore,party
In nessun caso minori di 13 anni possono usare www.gianvitorossi.com,party
"Il Titolare si riserva il diritto di trasferire, cedere, disporre per novazione o subappaltare tutti o alcuni dei diritti o obblighi derivanti dai presenti Termini, purché i diritti dell’Utente qui previsti non siano pregiudicati",party
L’Utente non potrà cedere o trasferire in alcun modo i propri diritti o obblighi ai sensi dei presenti Termini senza l’autorizzazione scritta del Titola,party
UBER B.V.,party
"I Servizi possono essere resi disponibili o accessibili in connessione con i servizi e i contenuti di terze parti (compresa la pubblicità), che Uber non controlla",party
"Inoltre, Apple Inc., Google, Inc., Microsoft Corporation o BlackBerry Limited e/o le rispettive controllate e collegate internazionali applicabili saranno terzi beneficiari di questo contratto qualora lei acceda ai Servizi mediante l’utilizzo di Applicazioni sviluppate, rispettivamente, per Apple iOS, Android, Microsoft Windows, o dispositivi mobili Blackberry",party
"Per poter utilizzare la maggior parte delle funzionalità dei Servizi, l’utentedeve registrarsi e mantenere attivo un account utente personale per i Servizi (“Account”). L’utente deve avere almeno 18 anni di età, o la maggiore età legale nella propria giurisdizione (se diversa dai 18 anni), per ottenere un Account",party
Il Servizio non è disponibile per l’utilizzo da parte di persone minori di 18 anni,party
"Lei non potrà cedere o trasferire i presenti Termini in tutto o in parte, senza il previo consenso scritto di Uber",party
"Lei presta il suo consenso a Uber affinché lo stesso possa cedere o trasferire i presenti Termini in tutto o in parte, incluso a",party
una società controllata o collegata,party
Yelp Ireland Ltd,party
Per accedere al Sito o utilizzare il Sito è necessario avere compiuto il diciottesimo anno di età e disporre della capacità e dell’autorità necessarie per sottoscrivere le presenti Condizioni,party
L'accesso al Sito o il relativo utilizzo sono vietati alla concorrenza o agli utenti ai quali in passato abbiamo vietato di accedere al Sito o chiuso l'account,party
"Salvo quanto diversamente disposto al suddetto punto 10, nessuna clausola nelle presenti Condizioni è volta o sarà considerata quale strumento atto a conferire diritti o rimedi ad eventuali terzi",party
"L'utente non ha la facoltà di cedere, trasferire o concedere in sublicenza le Condizioni, e qualsiasi diritto e obbligo ivi sancito, senza il previo consenso scritto di Yelp, fermo restando tuttavia che gli stessi potranno essere ceduti o trasferiti da Yelp senza alcuna restrizione",party
Qualsiasi tentativo di cessione da parte dell'utente sarà interpretato come una violazione delle presenti Condizioni e sarà da intendersi nullo e inefficace,party
Yelp Ireland Ltd,party
iubenda s.r.l,party
Gli Utenti dichiarano di essere maggiorenni secondo la legislazione loro applicabile,party
I minorenni possono utilizzare questa Applicazione solo con l’assistenza di un genitore o di un tutore,party
In nessun caso minori di 13 anni possono usare questa Applicazione,party
"Il Titolare si riserva il diritto di trasferire, cedere, disporre per novazione o subappaltare tutti o alcuni dei diritti o obblighi derivanti dai Termini, purché i diritti dell’Utente qui previsti non siano pregiudicati",party
L’Utente non potrà cedere o trasferire in alcun modo i propri diritti o obblighi ai sensi dei Termini senza l’autorizzazione scritta del Titolare,party
Mindwork S.r.l.,party
L’utilizzo dei Servizi è limitato esclusivamente ai maggiorenni,party
"Per usufruire del Servizio, i minori devono avere previamente ottenuto il consenso dei genitori, tutori o rappresentanti legali che saranno responsabili di tutti gli atti realizzati attraverso il Sito da parte di minori sotto la loro responsabilità",party
"I presenti termini di servizio (""Termini di servizio"") costituiscono un accordo (""Accordo"") tra te e Quora, Inc.",party
È vietato l'utilizzo della Piattaforma di Quora da parte dei minori di 13 anni,party
"L'utente dichiara di essere maggiorenne nella giurisdizione in cui vive o, in caso contrario, il genitore o tutore legale deve acconsentire ai Termini di Servizio e accettare il presente Accordo a suo nome, inoltre deve assumersi le responsabilità per l'uso da parte dell'utente",party
Non hai diritto ad assegnare o trasferire il presente Accordo (o qualsiasi diritto od obbligazione soggetti al presente Accordo) senza il nostro esplicito consenso scritto,party
Ci riserviamo il diritto di assegnare o trasferire il presente Accordo senza alcuna restrizione,party
Il presente documento è un contratto tra te e Tumblr,party
"Non è possibile utilizzare i Servizi, fornire informazioni personali a Tumblr o altrimenti inviare informazioni personali attraverso i Servizi (tra cui, ad esempio, un nome, numero di telefono e indirizzo email) se non si è raggiunta l’Età minima",party
L’Età minima è,party
tredici (13) anni o,party
sedici (16) anni per gli utenti nell’Unione europea (o l’età più bassa prevista dal paese dell’utente per fornire il consenso al trattamento dei dati personali),party
"L'utente non ha facoltà di cedere, trasferire o sub-licenziare il presente Accordo se non previa autorizzazione scritta di Tumblr",party
"Tumblr può cedere il presente Accordo, in tutto o in parte, in qualsiasi momento senza l'autorizzazione dell'utente",party
"Al fine di utilizzare il Servizio Spotify a accedere ai Contenuti, è necessario",party
"avere 18 anni o più, oppure avere 13 anni o più e fornire il consenso di un genitore o tutore agli Accordi (tranne ove diversamente stabilito nella tabella che segue)",party
avere l’autorità di sottoscrivere un contratto vincolante con noi e non essere esclusi da fare ciò ai sensi delle leggi vigenti ed,party
"essere residenti in un Paese in cui il Servizio è disponibile. L’utente promette inoltre di fornire a Spotify informazioni di registrazione vere, accurate e complete, e accetta di mantenerle sempre in tale stato",party
I residenti dei seguenti Paesi devono consultare le limitazioni di età specifiche del proprio Paese nella seguente tabella,party
"Cile, Ecuador, Paraguay, Perù È necessario avere 18 anni o più, oppure avere 15 anni o più e disporre del consenso di un genitore o tutore",party
"Brasile È necessario avere 18 anni o più, oppure avere 16 anni o più e disporre del consenso di un genitore o tutore",party
"Nicaragua, Taiwan È necessario avere 20 anni o più, oppure avere 13 anni o più e disporre del consenso di un genitore o tutore",party
"Bulgaria, Ungheria, Germania È necessario avere 18 anni o più, oppure avere 14 anni o più e disporre del consenso di un genitore o tutore",party
"Italia Per utilizzare il Servizio gratuito è necessario avere 13 anni o più. Per iscriversi per un Abbonamento a pagamento, è necessario avere 18 anni o più, oppure avere 13 anni o più e disporre del consenso di un genitore o tutore che sottoscriva il contratto per conto del minore",party
